rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
3525,12417486,K00622.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,155.042265,0.0004007,-0.0004007,213.49978,0.00181,-0.00181,0.824,0.014,-0.02,9.848,0.141,-0.141,4880.9,49.1,-49.1,26.44,4.23,-5.18,511.0,,,16.15,6.91,-6.37,117.9,1.0,q1_q17_dr25_tce,4994.0,74.0,-82.0,3.509,0.143,-0.117,3.322,0.532,-0.65,295.88028,51.26379,14.932
3526,12068975,K00623.01,Kepler-197 c,CONFIRMED,CANDIDATE,0.284,0,0,0,0,10.34973276,2.951e-05,-2.951e-05,174.06193,0.00233,-0.00233,0.905,0.043,-0.624,4.4859,0.0722,-0.0722,119.0,2.8,-2.8,1.44,0.04,-0.05,930.0,,,177.25,24.08,-24.09,44.5,1.0,q1_q17_dr25_tce,6003.0,96.0,-108.0,4.303,0.018,-0.014,1.109,0.036,-0.04,295.22644,50.558979,11.811
3527,7115785,K00672.01,Kepler-209 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,16.08786246,2.474e-05,-2.474e-05,172.81384,0.00127,-0.00127,0.824,0.045,-0.574,3.095,0.042,-0.042,612.5,10.4,-10.4,2.56,0.31,-0.21,668.0,,,47.17,17.03,-10.12,63.7,2.0,q1_q17_dr25_tce,5506.0,110.0,,4.473,0.064,-0.096,0.914,0.111,-0.074,291.16953,42.640808,13.998
3528,7115785,K00672.02,Kepler-209 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,41.74938613,6.622e-05,-6.622e-05,153.84636,0.00126,-0.00126,0.226,0.203,-0.226,5.6098,0.0573,-0.0573,1055.4,11.6,-11.6,2.94,0.35,-0.24,486.0,,,13.22,4.77,-2.84,95.0,1.0,q1_q17_dr25_tce,5506.0,110.0,0.0,4.473,0.064,-0.096,0.914,0.111,-0.074,291.16953,42.640808,13.998
3529,7124613,K00673.01,Kepler-642 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.41746257,1.92e-05,-1.92e-05,170.79073,0.00336,-0.00336,0.085,0.376,-0.085,2.965,0.104,-0.104,291.0,15.0,-15.0,3.95,0.84,-1.25,1810.0,,,2536.07,1550.12,-1485.81,22.6,1.0,q1_q17_dr25_tce,6570.0,156.0,-195.0,3.86,0.285,-0.114,2.297,0.485,-0.727,293.83456,42.624962,13.343
3530,8711794,K00105.01,Kepler-463 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,8.981014925,3.085e-06,-3.085e-06,136.649307,0.000279,-0.000279,0.097,0.242,-0.097,1.8478,0.0116,-0.0116,1059.3,6.4,-6.4,3.14,0.43,-0.48,880.0,,,141.77,58.27,-46.97,198.3,1.0,q1_q17_dr25_tce,5666.0,124.0,-102.0,4.362,0.156,-0.104,0.967,0.133,-0.147,298.93704,44.85791,12.87
3531,7277317,K00674.01,Kepler-643 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,16.33888067,1.882e-05,-1.882e-05,177.917586,0.000902,-0.000902,0.256,0.099,-0.256,9.3599,0.0485,-0.0485,1718.4,9.7,-9.7,10.47,1.1,-0.8,963.0,,,203.31,58.11,-37.26,201.9,1.0,q1_q17_dr25_tce,4877.0,63.0,-53.0,3.645,0.06,-0.066,2.595,0.273,-0.198,290.32733,42.898281,13.781
3532,2446134,K07632.01,,FALSE POSITIVE,FALSE POSITIVE,0.273,1,0,0,0,39.1307086,0.0007493,-0.0007493,165.7408,0.0118,-0.0118,0.013,0.469,-0.013,2.295,0.616,-0.616,201.0,45.4,-45.4,1.54,0.52,-0.21,600.0,,,30.75,30.36,-10.83,7.4,1.0,q1_q17_dr25_tce,6295.0,169.0,-225.0,4.401,0.072,-0.217,1.08,0.364,-0.145,292.06082,37.770191,14.372
3533,9963524,K00720.02,Kepler-221 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,10.04157214,3.128e-05,-3.128e-05,137.08442,0.0024,-0.0024,0.768,0.139,-0.539,2.6577,0.0794,-0.0794,1114.0,43.0,-43.0,2.97,0.22,-0.16,712.0,,,60.74,15.12,-10.64,28.1,2.0,q1_q17_dr25_tce,5244.0,105.0,-105.0,4.538,0.045,-0.055,0.81,0.06,-0.044,296.65475,46.83527,13.749
3534,9963524,K00720.03,Kepler-221 e,CONFIRMED,CANDIDATE,1.0,0,0,0,0,18.36974658,8.564e-05,-8.564e-05,131.86573,0.00363,-0.00363,0.947,0.025,-0.693,2.939,0.152,-0.152,1143.3,64.1,-64.1,3.58,0.26,-0.2,582.0,,,27.14,6.76,-4.75,20.1,3.0,q1_q17_dr25_tce,5244.0,105.0,-105.0,4.538,0.045,-0.055,0.81,0.06,-0.044,296.65475,46.83527,13.749
3535,9964801,K00721.01,Kepler-654 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,13.72462702,4.917e-05,-4.917e-05,180.64807,0.00259,-0.00259,0.748,0.163,-0.506,6.9758,0.0953,-0.0953,281.8,6.3,-6.3,2.13,0.32,-0.32,831.0,,,112.82,47.91,-37.97,50.1,1.0,q1_q17_dr25_tce,5817.0,104.0,-116.0,4.293,0.143,-0.104,1.171,0.178,-0.178,297.06842,46.834278,13.645
3536,9965439,K00722.01,Kepler-655 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,46.40626,0.0001701,-0.0001701,192.99633,0.00248,-0.00248,0.018,0.365,-0.018,7.0281,0.0852,-0.0852,469.1,10.8,-10.8,2.66,0.47,-0.39,588.0,,,28.23,14.6,-9.43,51.2,1.0,q1_q17_dr25_tce,6086.0,134.0,-134.0,4.276,0.137,-0.112,1.227,0.22,-0.18,297.25909,46.843189,13.489
3537,2569995,K07634.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,80.84069,0.004623,-0.004623,177.3473,0.0693,-0.0693,0.003,0.388,-0.003,8.567,0.309,-0.309,9326.0,497.0,-497.0,15.11,3.13,-5.82,500.0,,,14.83,9.8,-9.87,21.6,1.0,q1_q17_dr25_tce,5511.0,183.0,-166.0,4.069,0.368,-0.123,1.597,0.331,-0.615,290.22925,37.840961,17.187
3538,12068975,K00623.02,Kepler-197 d,CONFIRMED,CANDIDATE,0.985,0,0,0,0,15.67750191,5.785e-05,-5.785e-05,179.47311,0.00283,-0.00283,0.911,0.037,-0.622,5.5082,0.0866,-0.0866,115.5,3.1,-3.1,1.42,0.05,-0.05,810.0,,,101.79,13.83,-13.83,39.6,3.0,q1_q17_dr25_tce,6003.0,96.0,-108.0,4.303,0.018,-0.014,1.109,0.036,-0.04,295.22644,50.558979,11.811
3539,12068975,K00623.03,Kepler-197 b,CONFIRMED,CANDIDATE,0.973,0,0,0,0,5.59931543,1.424e-05,-1.424e-05,171.47391,0.00205,-0.00205,0.914,0.009,-0.637,3.8944,0.0523,-0.0523,84.8,2.2,-2.2,1.22,0.04,-0.04,1142.0,,,402.39,54.66,-54.69,41.4,2.0,q1_q17_dr25_tce,6003.0,96.0,-108.0,4.303,0.018,-0.014,1.109,0.036,-0.04,295.22644,50.558979,11.811
3540,12068975,K00623.04,Kepler-197 e,CONFIRMED,CANDIDATE,0.992,0,0,0,0,25.2100146,0.0002037,-0.0002037,154.41122,0.00681,-0.00681,0.771,0.201,-0.554,6.553,0.194,-0.194,62.1,3.4,-3.4,0.95,0.04,-0.03,691.0,,,54.06,7.35,-7.34,18.8,4.0,q1_q17_dr25_tce,6003.0,96.0,-108.0,4.303,0.018,-0.014,1.109,0.036,-0.04,295.22644,50.558979,11.811
3541,3541946,K00624.01,Kepler-198 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,17.79001678,3.203e-05,-3.203e-05,182.43745,0.00143,-0.00143,0.182,0.214,-0.182,4.4116,0.0481,-0.0481,871.4,13.7,-13.7,2.7,0.36,-0.19,655.0,,,43.5,16.78,-8.87,67.2,1.0,q1_q17_dr25_tce,5569.0,111.0,-111.0,4.474,0.059,-0.11,0.927,0.122,-0.066,290.67313,38.69101,13.597
3542,3541946,K00624.02,Kepler-198 c,CONFIRMED,CANDIDATE,0.999,0,0,0,0,49.5674085,0.0001867,-0.0001867,169.54227,0.00322,-0.00322,0.866,0.055,-0.599,4.002,0.0847,-0.0847,730.0,24.9,-24.9,2.91,0.38,-0.21,465.0,,,11.09,4.27,-2.27,31.2,3.0,q1_q17_dr25_tce,5569.0,111.0,-111.0,4.474,0.059,-0.11,0.927,0.122,-0.066,290.67313,38.69101,13.597
3543,10264660,K00098.01,Kepler-14 b,CONFIRMED,CANDIDATE,0.994,0,0,0,0,6.790120801,1.905e-06,-1.905e-06,138.088199,0.000231,-0.000231,0.486,0.051,-0.095,6.0437,0.0285,-0.0285,2302.3,5.7,-5.7,9.86,0.72,-0.36,1434.0,,,998.97,206.95,-122.3,526.1,1.0,q1_q17_dr25_tce,6372.0,76.0,-89.0,3.954,0.02,-0.02,2.001,0.146,-0.073,287.70883,47.33305,12.128
3544,7385509,K00675.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.655467295,2.173e-06,-2.173e-06,169.54872,0.0012,-0.0012,0.001,0.295,-0.001,3.2424,0.0392,-0.0392,1059.4,12.9,-12.9,2.17,0.16,-0.18,1080.0,,,322.97,101.96,-89.29,98.7,1.0,q1_q17_dr25_tce,4583.0,161.0,-161.0,4.6,0.044,-0.028,0.695,0.049,-0.06,297.74799,42.995205,13.841
3545,7447200,K00676.01,Kepler-210 c,CONFIRMED,CANDIDATE,0.378,0,0,0,0,7.972510087,3.652e-06,-3.652e-06,171.585057,0.000358,-0.000358,0.739,0.043,-0.11,2.9754,0.0569,-0.0569,3139.0,18.8,-18.8,3.22,0.19,-0.21,497.0,,,14.45,3.12,-2.91,206.7,1.0,q1_q17_dr25_tce,3912.0,78.0,-86.0,4.728,0.03,-0.033,0.533,0.032,-0.035,292.50339,43.083149,13.822
3546,7447200,K00676.02,Kepler-210 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.453236139,9.91e-07,-9.91e-07,170.892059,0.000314,-0.000314,0.496,0.246,-0.297,1.6691,0.0186,-0.0186,1723.2,12.9,-12.9,2.26,0.14,-0.14,737.0,,,69.36,14.99,-13.96,158.0,2.0,q1_q17_dr25_tce,3912.0,78.0,-86.0,4.728,0.03,-0.033,0.533,0.032,-0.035,292.50339,43.083149,13.822
3547,7466863,K00677.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,11.9710626,2.407e-05,-2.407e-05,171.08425,0.00155,-0.00155,0.999,7.582,-0.022,2.7607,0.0822,-0.0822,421.8,12.0,-12.0,5.84,1.65,-1.83,1044.0,,,280.97,236.24,-165.62,42.6,1.0,q1_q17_dr25_tce,6312.0,176.0,-220.0,4.127,0.264,-0.154,1.464,0.416,-0.457,297.40097,43.042782,13.768
3548,7509886,K00678.01,Kepler-211 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.0404622,3.133e-05,-3.133e-05,172.59327,0.00398,-0.00398,0.508,0.431,-0.294,1.98,0.128,-0.128,241.0,18.3,-18.3,1.3,0.11,-0.05,841.0,,,118.56,30.58,-18.81,14.9,2.0,q1_q17_dr25_tce,5297.0,95.0,-116.0,4.578,0.014,-0.081,0.825,0.068,-0.034,285.43915,43.16848,13.283
3549,7509886,K00678.02,Kepler-211 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.13852825,1.756e-05,-1.756e-05,132.01882,0.00352,-0.00352,0.185,0.279,-0.185,2.281,0.105,-0.105,256.5,14.6,-14.6,1.3,0.1,-0.06,954.0,,,196.51,50.69,-31.18,20.5,1.0,q1_q17_dr25_tce,5297.0,95.0,-116.0,4.578,0.014,-0.081,0.825,0.068,-0.034,285.43915,43.16848,13.283
3550,10002866,K00723.01,Kepler-222 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.936993144,4.457e-06,-4.457e-06,169.650592,0.000903,-0.000903,0.801,0.08,-0.555,1.887,0.0387,-0.0387,1266.0,24.6,-24.6,3.36,0.74,-0.25,1004.0,,,240.16,162.89,-57.82,59.3,2.0,q1_q17_dr25_tce,5431.0,164.0,-164.0,4.563,0.029,-0.152,0.843,0.186,-0.062,287.9061,46.937771,15.063
3551,10002866,K00723.02,Kepler-222 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,28.08185982,6.972e-05,-6.972e-05,194.91696,0.00194,-0.00194,0.425,0.428,-0.23,4.5288,0.0785,-0.0785,1840.3,38.8,-38.8,3.63,0.8,-0.27,522.0,,,17.52,11.89,-4.22,50.8,3.0,q1_q17_dr25_tce,5431.0,164.0,-164.0,4.563,0.029,-0.152,0.843,0.186,-0.062,287.9061,46.937771,15.063
3552,6678383,K00111.02,Kepler-104 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,23.66834635,3.003e-05,-3.003e-05,132.71421,0.00104,-0.00104,0.758,0.085,-0.542,5.8297,0.0378,-0.0378,449.4,4.2,-4.2,2.32,0.31,-0.26,668.0,,,47.11,18.34,-12.89,112.8,3.0,q1_q17_dr25_tce,5979.0,108.0,-120.0,4.394,0.11,-0.11,1.005,0.138,-0.113,287.60461,42.166779,12.596
3553,10002866,K00723.03,Kepler-222 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,10.08881066,1.177e-05,-1.177e-05,173.083353,0.000921,-0.000921,0.921,0.028,-0.654,1.7726,0.0874,-0.0874,1995.9,43.9,-43.9,4.71,1.04,-0.35,734.0,,,68.62,46.54,-16.52,51.4,1.0,q1_q17_dr25_tce,5431.0,164.0,-164.0,4.563,0.029,-0.152,0.843,0.186,-0.062,287.9061,46.937771,15.063
3554,2577353,K07635.01,,CANDIDATE,CANDIDATE,0.872,0,0,0,0,60.458443,0.0018,-0.0018,136.3553,0.0252,-0.0252,0.451,0.534,-0.236,8.43,1.1,-1.1,175.2,26.5,-26.5,1.59,0.46,-0.31,511.0,,,16.14,13.83,-6.87,9.7,1.0,q1_q17_dr25_tce,5865.0,158.0,-176.0,4.297,0.175,-0.175,1.181,0.345,-0.23,291.78079,37.811508,14.544
3555,10005020,K00724.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,6.97106919,1.841e-05,-1.841e-05,174.70305,0.00202,-0.00202,0.044,0.392,-0.044,3.9125,0.0701,-0.0701,452.8,12.5,-12.5,2.07,0.57,-0.2,946.0,,,189.16,152.17,-54.23,41.7,1.0,q1_q17_dr25_tce,5871.0,156.0,-191.0,4.493,0.048,-0.204,0.983,0.27,-0.096,288.98038,46.95406,15.04
3556,3541946,K00624.03,Kepler-198 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.311842968,2.021e-06,-2.021e-06,133.11058,0.00124,-0.00124,0.121,0.313,-0.121,1.7876,0.0412,-0.0412,245.1,6.5,-6.5,1.43,0.19,-0.1,1562.0,,,1410.6,544.1,-287.86,44.2,2.0,q1_q17_dr25_tce,5569.0,111.0,-111.0,4.474,0.059,-0.11,0.927,0.122,-0.066,290.67313,38.69101,13.597
3557,4449034,K00625.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,38.13853099,7.78e-05,-7.78e-05,180.43748,0.00162,-0.00162,1.231,71.12,-0.223,3.8617,0.0818,-0.0818,1230.2,25.3,-25.3,68.75,16.52,-30.69,873.0,,,137.15,94.75,-100.41,58.9,1.0,q1_q17_dr25_tce,6481.0,155.0,-214.0,3.861,0.405,-0.135,2.343,0.563,-1.046,286.56378,39.53447,13.592
3558,4478168,K00626.01,Kepler-624 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,14.58649856,2.849e-05,-2.849e-05,172.22185,0.00165,-0.00165,0.665,0.218,-0.442,4.0249,0.0559,-0.0559,378.7,7.7,-7.7,2.45,0.39,-0.39,852.0,,,124.89,56.57,-44.0,53.0,1.0,q1_q17_dr25_tce,6063.0,121.0,-133.0,4.29,0.137,-0.112,1.191,0.189,-0.189,295.19339,39.539669,13.49
3559,4478168,K00626.02,,CANDIDATE,CANDIDATE,0.994,0,0,0,0,8.0292018,8.295e-05,-8.295e-05,132.8283,0.00827,-0.00827,0.51,0.455,-0.316,3.462,0.322,-0.322,65.6,6.9,-6.9,0.99,0.16,-0.16,1040.0,,,276.27,125.14,-97.33,11.7,2.0,q1_q17_dr25_tce,6063.0,121.0,-133.0,4.29,0.137,-0.112,1.191,0.189,-0.189,295.19339,39.539669,13.49
3560,2854839,K07639.01,,FALSE POSITIVE,FALSE POSITIVE,0.325,1,0,0,0,1.05569286,2.146e-05,-2.146e-05,131.5576,0.0159,-0.0159,0.131,0.463,-0.131,1.289,0.555,-0.555,37.5,9.3,-9.3,0.45,0.04,-0.04,1395.0,,,898.72,342.3,-263.01,7.1,1.0,q1_q17_dr25_tce,4955.0,176.0,-176.0,4.561,0.061,-0.05,0.751,0.072,-0.072,291.95761,38.070049,13.203
3561,4563268,K00627.01,Kepler-625 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,7.75192755,1.067e-05,-1.067e-05,176.17197,0.00112,-0.00112,0.546,0.247,-0.359,3.5413,0.0353,-0.0353,407.3,5.7,-5.7,1.89,0.26,-0.09,852.0,,,124.47,49.05,-20.9,77.3,1.0,q1_q17_dr25_tce,5604.0,101.0,-124.0,4.52,0.028,-0.112,0.912,0.127,-0.042,292.15045,39.637581,13.307
3562,7515212,K00679.01,Kepler-212 c,CONFIRMED,CANDIDATE,0.995,0,0,0,0,31.80475991,9.045e-05,-9.045e-05,190.25413,0.00224,-0.00224,0.87,0.078,-0.652,8.699,0.122,-0.122,360.6,5.2,-5.2,2.99,0.47,-0.57,664.0,,,45.9,19.95,-18.4,73.4,1.0,q1_q17_dr25_tce,5867.0,104.0,-128.0,4.235,0.143,-0.117,1.356,0.212,-0.259,287.62082,43.141647,13.178
3563,7515212,K00679.02,Kepler-212 b,CONFIRMED,CANDIDATE,0.767,0,0,0,0,16.2580276,0.0002879,-0.0002879,139.6381,0.0122,-0.0122,0.131,0.326,-0.131,6.375,0.416,-0.416,47.0,4.6,-4.6,0.92,0.15,-0.17,830.0,,,112.41,48.85,-45.05,11.5,2.0,q1_q17_dr25_tce,5867.0,104.0,-128.0,4.235,0.143,-0.117,1.356,0.212,-0.259,287.62082,43.141647,13.178
3564,7529266,K00680.01,Kepler-435 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,8.600153929,1.532e-06,-1.532e-06,177.642421,0.000143,-0.000143,0.296,0.037,-0.051,9.0015,0.0166,-0.0166,4510.2,4.8,-4.8,26.52,3.6,-9.36,1703.0,,,1986.75,716.55,-1198.77,1208.1,1.0,q1_q17_dr25_tce,6093.0,82.0,-82.0,3.475,0.285,-0.095,3.913,0.531,-1.381,292.28732,43.197281,13.643
3565,11553706,K00009.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,3.719809197,9.39e-07,-9.39e-07,135.068298,0.000206,-0.000206,1.279,0.169,-0.078,3.5317,0.0105,-0.0105,2958.2,10.1,-10.1,87.21,16.61,-28.45,1873.0,,,2912.21,1650.97,-1719.77,373.9,1.0,q1_q17_dr25_tce,6284.0,160.0,-160.0,3.813,0.292,-0.097,2.348,0.447,-0.766,288.80377,49.530788,13.123
3566,10489525,K00106.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,1.612249049,4.354e-06,-4.354e-06,131.85204,0.00231,-0.00231,1.171,0.71,-0.135,4.235,0.13,-0.13,154.0,4.1,-4.1,50.98,10.63,-17.29,2713.0,,,12788.25,8056.8,-7938.71,45.4,1.0,q1_q17_dr25_tce,6732.0,187.0,-234.0,3.793,0.292,-0.097,2.569,0.536,-0.871,298.35434,47.672081,12.775
3567,7598128,K00681.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,44.258173075,7.563e-06,-7.563e-06,188.495537,0.000127,-0.000127,0.815,0.001,-0.001,7.58264,0.00849,-0.00849,20542.0,22.1,-22.1,37.38,7.04,-13.06,845.0,,,120.38,67.07,-74.8,1282.3,1.0,q1_q17_dr25_tce,6544.0,162.0,-179.0,3.839,0.292,-0.097,2.326,0.438,-0.813,288.54199,43.255421,13.204
3568,11858979,K04062.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.05933906,7.25e-05,-7.25e-05,131.7541,0.0194,-0.0194,1.259,6.753,-0.16,1.7332,0.0658,-0.0658,1169.2,36.8,-36.8,36.0,10.97,-5.9,1434.0,,,999.16,926.77,-402.64,37.7,1.0,q1_q17_dr25_tce,6238.0,197.0,-241.0,4.337,0.132,-0.198,1.116,0.34,-0.183,288.90887,50.16283,14.077
3569,5900390,K04063.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.624677585,2.004e-06,-2.004e-06,131.8663,0.00262,-0.00262,0.522,0.006,-0.511,2.411,0.104,-0.104,37.3,1.5,-1.5,1.28,0.53,-0.33,4391.0,,,87591.59,108774.19,-47884.72,31.0,1.0,q1_q17_dr25_tce,9653.0,272.0,-467.0,4.191,0.144,-0.216,1.996,0.831,-0.512,298.04318,41.195,12.789
3570,5444334,K04064.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,0.759763198,3.584e-06,-3.584e-06,131.78816,0.00378,-0.00378,0.571,0.025,-0.476,3.083,0.121,-0.121,202.5,8.1,-8.1,1.2,0.24,-0.1,1752.0,,,2227.19,1386.44,-598.6,30.8,1.0,q1_q17_dr25_tce,5520.0,166.0,-182.0,4.572,0.034,-0.136,0.818,0.164,-0.07,290.50125,40.6945,15.916
3571,10139620,K04065.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,372.37369,0.02021,-0.02021,138.0835,0.0362,-0.0362,0.3052,0.1404,-0.3051,12.33,1.3,-1.3,666.1,78.9,-78.9,2.68,1.2,-0.25,267.0,,,1.2,1.59,-0.33,15.6,,,6109.0,152.0,-211.0,4.455,0.045,-0.299,1.029,0.462,-0.093,291.26672,47.114769,15.423
3572,8686373,K04066.01,,CANDIDATE,CANDIDATE,0.988,0,0,0,0,126.55719,0.001217,-0.001217,145.69736,0.00872,-0.00872,0.965,0.006,-0.675,8.079,0.548,-0.548,366.4,16.4,-16.4,4.59,1.44,-1.43,524.0,,,17.85,16.39,-10.61,24.8,1.0,q1_q17_dr25_tce,6501.0,179.0,-247.0,4.054,0.231,-0.189,1.854,0.578,-0.578,290.73001,44.836121,13.666
3573,5386264,K04135.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,12.435190544,,,140.8323906,,,0.321,,,3.8305,,,71.9,,,0.52,0.05,-0.04,545.0,,,20.93,8.04,-4.69,4.8,2.0,q1_q17_dr25_tce,4756.0,141.0,-141.0,4.676,0.032,-0.054,0.62,0.068,-0.04,297.77292,40.589088,14.844
3574,3867615,K02289.02,Kepler-379 b,CONFIRMED,CANDIDATE,0.927,0,0,0,0,20.0983676,0.0001238,-0.0001238,207.57757,0.0048,-0.0048,0.02,0.414,-0.02,5.207,0.144,-0.144,157.8,8.8,-8.8,1.58,0.27,-0.22,775.0,,,85.34,41.59,-27.65,20.9,2.0,q1_q17_dr25_tce,6053.0,121.0,-133.0,4.279,0.12,-0.12,1.26,0.217,-0.177,295.70111,38.945831,13.358
3575,3218844,K07646.01,,FALSE POSITIVE,FALSE POSITIVE,0.147,1,0,0,0,85.112898,0.001054,-0.001054,171.8254,0.00987,-0.00987,0.033,0.408,-0.033,2.503,0.272,-0.272,513.8,79.0,-79.0,2.21,0.72,-0.24,422.0,,,7.48,7.22,-2.33,8.0,1.0,q1_q17_dr25_tce,6018.0,169.0,-211.0,4.485,0.054,-0.216,0.975,0.318,-0.106,286.46753,38.385971,15.681
3576,7256914,K04136.01,,CANDIDATE,CANDIDATE,0.982,0,0,0,0,2.41750021,2.156e-05,-2.156e-05,133.80584,0.00748,-0.00748,0.895,0.024,-0.613,4.33,0.22,-0.22,58.2,4.2,-4.2,1.19,0.19,-0.25,1507.0,,,1221.36,519.24,-502.54,15.2,1.0,q1_q17_dr25_tce,5575.0,83.0,-75.0,4.189,0.188,-0.101,1.308,0.208,-0.277,281.82318,42.811169,13.955
3577,7256914,K04136.02,,CANDIDATE,CANDIDATE,0.972,0,0,0,0,4.03357434,4.404e-05,-4.404e-05,134.23275,0.00872,-0.00872,0.855,0.077,-0.576,5.886,0.219,-0.219,66.2,4.6,-4.6,1.23,0.19,-0.26,1270.0,,,616.04,261.9,-253.48,15.5,2.0,q1_q17_dr25_tce,5575.0,83.0,-75.0,4.189,0.188,-0.101,1.308,0.208,-0.277,281.82318,42.811169,13.955
3578,3542222,K04137.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.504426087,3.39e-07,-3.39e-07,131.894825,0.000598,-0.000598,1.321,0.801,-0.077,1.6276,0.0316,-0.0316,614.5,9.4,-9.4,33.96,8.56,-4.6,2339.0,,,7077.76,5413.66,-2396.12,81.7,1.0,q1_q17_dr25_tce,6043.0,182.0,-182.0,4.452,0.116,-0.174,0.901,0.227,-0.122,290.74918,38.659111,15.213
3579,6871071,K02220.04,,CANDIDATE,CANDIDATE,0.895,0,0,0,0,7.66462913,7.296e-05,-7.296e-05,137.38342,0.00707,-0.00707,0.216,0.227,-0.216,3.614,0.189,-0.189,114.1,9.3,-9.3,1.6,0.25,-0.37,1106.0,,,353.31,147.75,-156.58,13.2,4.0,q1_q17_dr25_tce,5640.0,85.0,-77.0,4.087,0.203,-0.087,1.515,0.236,-0.353,294.13791,42.370499,14.686
3580,5530112,K04067.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,9.6887216,0.000612,-0.000612,131.8295,0.0514,-0.0514,0.118,0.319,-0.118,2.0,0.102,-0.102,655.5,44.1,-44.1,3.09,1.1,-0.37,1014.0,,,250.25,264.48,-84.18,18.1,1.0,q1_q17_dr25_tce,6457.0,179.0,-246.0,4.358,0.072,-0.217,1.196,0.428,-0.143,290.65839,40.778542,14.158
3581,6226908,K04068.01,Kepler-1546 b,CONFIRMED,FALSE POSITIVE,0.402,0,1,0,0,19.597317,0.0001528,-0.0001528,135.26526,0.00808,-0.00808,0.87,0.038,-0.593,4.508,0.143,-0.143,1014.1,49.2,-49.2,3.78,1.09,-0.67,671.0,,,47.9,42.55,-19.54,23.7,1.0,q1_q17_dr25_tce,5569.0,182.0,-182.0,4.368,0.158,-0.193,1.019,0.294,-0.181,297.58392,41.541229,15.412
3582,5906694,K04069.01,,CANDIDATE,CANDIDATE,0.909,0,0,0,0,13.06243545,7.124e-05,-7.124e-05,144.18426,0.00413,-0.00413,0.128,0.324,-0.128,3.244,0.13,-0.13,464.3,25.4,-25.4,1.36,0.11,-0.12,527.0,,,18.25,5.69,-4.83,21.4,1.0,q1_q17_dr25_tce,4522.0,136.0,-136.0,4.615,0.049,-0.025,0.655,0.052,-0.058,299.3519,41.19574,14.885
