rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
913,6541920,K00157.02,Kepler-11 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,22.687155,2.645e-05,-2.645e-05,148.455435,0.000968,-0.000968,0.023,0.363,-0.023,5.4921,0.0355,-0.0355,960.0,8.1,-8.1,3.2,0.21,-0.21,653.0,,,42.95,9.78,-8.01,122.8,3.0,q1_q17_dr25_tce,5657.0,113.0,-101.0,4.364,0.055,-0.045,1.046,0.068,-0.068,297.11511,41.909142,13.709
914,10599397,K01285.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,0.937406378,4.47e-07,-4.47e-07,134.726531,0.000394,-0.000394,0.8735,0.0136,-0.0258,1.9515,0.0494,-0.0494,5079.6,52.2,-52.2,7.09,2.89,-0.62,1659.0,,,1790.11,2294.71,-467.98,138.9,1.0,q1_q17_dr24_tce,5480.0,196.0,-161.0,4.529,0.043,-0.263,0.843,0.344,-0.074,291.63699,47.83234,14.546
915,10879208,K01286.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.668483615,2.58e-07,-2.58e-07,178.281377,0.000316,-0.000316,1.269,0.55,-0.11,2.0909,0.0191,-0.0191,2899.8,21.5,-21.5,29.53,7.33,-2.44,1832.0,,,2642.17,1989.39,-673.47,161.2,1.0,q1_q17_dr25_tce,5546.0,166.0,-166.0,4.575,0.04,-0.16,0.81,0.201,-0.067,298.25803,48.217361,15.905
916,4570931,K01343.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.544927524,2.74e-06,-2.74e-06,133.54909,0.00143,-0.00143,0.533,0.002,-0.462,1.0134,0.0535,-0.0535,138.5,7.0,-7.0,1.39,0.41,-0.19,1824.0,,,2606.96,2292.85,-914.58,25.4,1.0,q1_q17_dr25_tce,6309.0,169.0,-207.0,4.34,0.108,-0.201,1.132,0.34,-0.157,294.18967,39.617119,13.643
917,4136466,K01344.01,Kepler-826 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,4.48758768,1.661e-05,-1.661e-05,133.36092,0.00319,-0.00319,0.532,0.406,-0.332,2.874,0.0927,-0.0927,112.0,5.0,-5.0,1.37,0.22,-0.26,1305.0,,,684.07,305.9,-274.85,25.9,1.0,q1_q17_dr25_tce,6060.0,120.0,-132.0,4.227,0.168,-0.112,1.257,0.197,-0.241,284.86014,39.240551,13.446
918,7284688,K01345.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,0.323021692,5.3e-08,-5.3e-08,133.603668,0.000135,-0.000135,1.1083,0.088,-0.0882,2.3442,0.0123,-0.0123,47100.0,151.0,-151.0,46.4,20.52,-7.12,2545.0,,,9913.7,13854.47,-3613.4,520.6,,,5458.0,197.0,-162.0,4.381,0.144,-0.282,0.972,0.43,-0.149,292.63,42.829338,11.234
919,7199774,K01346.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.70818628,1.848e-05,-1.848e-05,137.0593,0.00323,-0.00323,1.082,56.92,-0.023,3.278,0.167,-0.167,56545.0,2646.0,-2646.0,42.99,13.37,-4.19,1046.0,,,282.41,251.31,-76.09,24.7,1.0,q1_q17_dr25_tce,5868.0,141.0,-158.0,4.53,0.037,-0.212,0.894,0.278,-0.087,291.61008,42.759762,13.279
920,7037540,K01347.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,14.405857436,9.74e-07,-9.74e-07,360.3847471,4.81e-05,-4.81e-05,0.001,0.026,-0.001,5.48509,0.00152,-0.00152,30431.0,14.2,-14.2,23.42,6.56,-6.56,888.0,,,146.95,125.07,-80.76,2294.1,1.0,q1_q17_dr25_tce,5945.0,184.0,-205.0,4.196,0.246,-0.164,1.346,0.377,-0.377,293.02036,42.508835,14.808
921,6866228,K01348.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,7.702374154,5.631e-06,-5.631e-06,137.563452,0.000596,-0.000596,3.346,60.06,-0.509,3.8459,0.029,-0.029,18377.0,136.0,-136.0,225.25,49.12,-21.17,825.0,,,109.38,71.27,-29.95,157.2,1.0,q1_q17_dr25_tce,5598.0,152.0,-169.0,4.565,0.038,-0.152,0.83,0.181,-0.078,292.7399,42.359402,15.144
922,9391208,K01409.01,Kepler-837 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,16.56062577,4.465e-05,-4.465e-05,133.49703,0.0024,-0.0024,0.96,0.049,-0.698,2.611,0.121,-0.121,700.8,25.4,-25.4,2.94,0.68,-0.46,701.0,,,57.28,40.9,-21.13,30.8,1.0,q1_q17_dr25_tce,5818.0,175.0,-175.0,4.436,0.165,-0.181,0.855,0.2,-0.133,285.24667,45.950191,15.198
923,9391506,K01410.01,Kepler-838 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,15.74958583,4.701e-05,-4.701e-05,150.24579,0.00231,-0.00231,0.637,0.251,-0.43,4.6672,0.0816,-0.0816,659.5,17.7,-17.7,2.77,0.89,-0.3,777.0,,,86.18,82.38,-26.73,42.6,1.0,q1_q17_dr25_tce,6191.0,172.0,-216.0,4.454,0.056,-0.21,1.025,0.332,-0.111,285.43552,45.976021,15.3
924,8950853,K01412.01,Kepler-839 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,37.8145252,0.000144,-0.000144,134.66424,0.00306,-0.00306,0.845,0.059,-0.573,9.109,0.128,-0.128,412.5,8.0,-8.0,3.04,0.53,-0.4,626.0,,,36.25,17.62,-11.27,57.9,1.0,q1_q17_dr25_tce,5988.0,107.0,-131.0,4.278,0.11,-0.121,1.314,0.232,-0.174,291.07468,45.24258,13.601
925,9006449,K01413.01,Kepler-295 b,CONFIRMED,CANDIDATE,0.986,0,0,0,0,12.64504291,9.977e-05,-9.977e-05,138.63149,0.00595,-0.00595,0.931,0.007,-0.709,9.117,0.101,-0.101,200.4,6.6,-6.6,1.55,0.36,-0.2,741.0,,,71.28,48.56,-23.42,32.7,1.0,q1_q17_dr25_tce,5607.0,152.0,-152.0,4.447,0.112,-0.168,0.886,0.203,-0.119,285.34583,45.367779,14.447
926,9006449,K01413.02,Kepler-295 c,CONFIRMED,CANDIDATE,0.999,0,0,0,0,21.5262958,0.000161,-0.000161,132.28787,0.00612,-0.00612,0.804,0.008,-0.574,8.392,0.167,-0.167,190.0,8.5,-8.5,1.36,0.31,-0.18,621.0,,,35.03,23.86,-11.51,23.4,2.0,q1_q17_dr25_tce,5607.0,152.0,-152.0,4.447,0.112,-0.168,0.886,0.203,-0.119,285.34583,45.367779,14.447
927,9006449,K01413.03,Kepler-295 d,CONFIRMED,CANDIDATE,0.935,0,0,0,0,33.8845825,0.0003864,-0.0003864,159.98819,0.00848,-0.00848,0.961,0.031,-0.684,6.538,0.191,-0.191,224.1,14.1,-14.1,1.74,0.4,-0.24,533.0,,,19.13,13.04,-6.28,17.2,3.0,q1_q17_dr25_tce,5607.0,152.0,-152.0,4.447,0.112,-0.168,0.886,0.203,-0.119,285.34583,45.367779,14.447
928,4043190,K01220.01,Kepler-796 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,6.40087137,2.281e-05,-2.281e-05,136.8824,0.0029,-0.0029,0.861,0.056,-0.596,2.5561,0.0834,-0.0834,133.6,6.3,-6.3,1.91,0.33,-0.5,1109.0,,,357.44,179.7,-172.99,24.4,1.0,q1_q17_dr25_tce,5426.0,119.0,-76.0,4.107,0.227,-0.105,1.421,0.247,-0.371,287.30786,39.14473,12.988
929,3640905,K01221.01,Kepler-278 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,30.1599411,0.0001761,-0.0001761,138.51774,0.00484,-0.00484,0.802,0.021,-0.558,7.874,0.13,-0.13,175.9,5.8,-5.8,4.54,0.3,-0.61,836.0,,,115.69,21.26,-35.56,32.3,1.0,q1_q17_dr25_tce,5010.0,51.0,-103.0,3.62,0.06,-0.055,3.051,0.202,-0.404,290.10718,38.702229,11.584
930,3640905,K01221.02,Kepler-278 c,CONFIRMED,CANDIDATE,0.981,0,0,0,0,51.0771048,0.0005573,-0.0005573,152.35694,0.0079,-0.0079,0.498,0.011,-0.443,11.233,0.249,-0.249,141.5,6.2,-6.2,3.66,0.24,-0.49,702.0,,,57.28,10.53,-17.6,24.1,2.0,q1_q17_dr25_tce,5010.0,51.0,-103.0,3.62,0.06,-0.055,3.051,0.202,-0.404,290.10718,38.702229,11.584
931,4060815,K01222.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,4.2856756,0.0001128,-0.0001128,134.4812,0.0146,-0.0146,0.5445,0.421,-0.3567,4.059,0.562,-0.562,31.4,4.5,-4.5,2.13,0.1,-0.1,1790.0,,,2429.13,396.09,-351.65,8.3,,,5055.0,75.0,-75.0,3.443,0.014,-0.014,3.733,0.176,-0.176,292.4968,39.193169,12.203
932,6613006,K01223.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,7.388833611,8.07e-07,-8.07e-07,133.9344039,8.92e-05,-8.92e-05,0.799,0.001,-0.001,5.62857,0.0063,-0.0063,13064.0,10.9,-10.9,10.66,3.06,-0.96,877.0,,,139.94,114.94,-35.9,1509.3,1.0,q1_q17_dr25_tce,5845.0,139.0,-157.0,4.558,0.036,-0.192,0.838,0.241,-0.075,293.8129,42.04871,13.209
933,6606653,K01224.01,,FALSE POSITIVE,FALSE POSITIVE,0.285,0,1,0,0,2.698021895,2.615e-06,-2.615e-06,136.32786,0.000791,-0.000791,1.3,0.056,-0.047,23.192,0.18,-0.18,6721.2,30.8,-30.8,52.51,16.96,-6.07,1582.0,,,1481.76,1375.06,-458.29,647.1,1.0,q1_q17_dr25_tce,6568.0,161.0,-201.0,4.36,0.065,-0.208,1.211,0.391,-0.14,291.98694,42.037651,13.717
934,10790387,K01288.01,Kepler-807 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,117.93110803,8.377e-05,-8.377e-05,219.704226,0.000548,-0.000548,0.615,0.028,-0.07,5.8796,0.0633,-0.0633,8506.6,47.6,-47.6,10.36,3.5,-1.17,418.0,,,7.2,6.94,-2.23,212.5,1.0,q1_q17_dr25_tce,6392.0,151.0,-207.0,4.425,0.056,-0.21,1.072,0.362,-0.121,289.02017,48.119808,15.128
935,10748393,K01289.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,4.887806806,3.947e-06,-3.947e-06,354.539481,0.000606,-0.000606,0.561,0.011,-0.464,2.4078,0.0411,-0.0411,4676.0,46.1,-46.1,5.71,0.94,-0.58,918.0,,,167.54,92.86,-50.12,116.1,1.0,q1_q17_dr25_tce,5284.0,185.0,-185.0,4.523,0.076,-0.102,0.812,0.133,-0.082,297.71039,48.083832,15.399
936,10874226,K01290.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,11.973605044,8.942e-06,-8.942e-06,144.779315,0.000591,-0.000591,1.3,12.63,-0.113,4.3117,0.0321,-0.0321,3822.9,26.6,-26.6,38.2,13.01,-4.05,820.0,,,106.83,110.24,-32.69,172.9,1.0,q1_q17_dr25_tce,6146.0,192.0,-213.0,4.497,0.054,-0.216,0.943,0.321,-0.1,296.71634,48.211262,15.175
937,10661771,K01291.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,1.231364189,9.35e-07,-9.35e-07,133.036618,0.000658,-0.000658,0.995,0.034,-0.017,5.8574,0.0728,-0.0728,1097.1,7.2,-7.2,5.39,1.34,-0.82,1707.0,,,2005.15,1510.26,-714.52,229.7,1.0,q1_q17_dr25_tce,5897.0,177.0,-159.0,4.429,0.14,-0.171,0.891,0.221,-0.136,290.29385,47.96759,14.97
938,10924853,K01292.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,2.102416517,1.311e-06,-1.311e-06,134.394943,0.000535,-0.000535,1.236,9.116,-0.132,1.7684,0.0274,-0.0274,1502.5,19.6,-19.6,29.29,8.7,-2.9,1435.0,,,1003.06,896.65,-291.17,94.3,1.0,q1_q17_dr25_tce,5999.0,180.0,-198.0,4.494,0.05,-0.2,0.959,0.285,-0.095,294.0217,48.390419,15.642
939,10874926,K01293.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,11.703109303,5.855e-06,-5.855e-06,133.721698,0.000388,-0.000388,1.279,17.05,-0.199,2.0467,0.0232,-0.0232,4201.0,40.1,-40.1,37.3,11.68,-3.89,811.0,,,102.47,94.05,-31.51,126.6,1.0,q1_q17_dr25_tce,6014.0,162.0,-217.0,4.494,0.052,-0.208,0.958,0.3,-0.1,296.93268,48.266491,15.003
940,6631721,K00160.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,13.73808249,2.002e-05,-2.002e-05,134.43787,0.0012,-0.0012,0.957,0.008,-0.025,3.354,0.116,-0.116,660.7,14.0,-14.0,3.84,1.09,-0.73,912.0,,,163.52,136.36,-69.46,68.4,1.0,q1_q17_dr25_tce,6375.0,171.0,-209.0,4.292,0.149,-0.182,1.178,0.335,-0.223,298.18362,42.01313,13.805
941,6847018,K01349.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,16.66216657,1.727e-05,-1.727e-05,142.186468,0.000839,-0.000839,7.444,66.78,-6.476,3.8762,0.0409,-0.0409,27442.0,286.0,-286.0,843.45,280.7,-93.8,834.0,,,114.41,108.82,-34.34,114.5,1.0,q1_q17_dr25_tce,6440.0,153.0,-192.0,4.38,0.068,-0.216,1.169,0.389,-0.13,286.30026,42.374828,13.344
942,7220322,K01350.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.752159702,1.88e-07,-1.88e-07,134.047229,0.000216,-0.000216,1.272,0.331,-0.129,2.3621,0.0124,-0.0124,3425.0,14.6,-14.6,43.73,12.84,-9.64,2224.0,,,5767.22,5141.76,-2723.41,291.1,1.0,q1_q17_dr25_tce,5916.0,184.0,-205.0,4.296,0.175,-0.193,1.175,0.345,-0.259,297.10837,42.751663,11.884
943,6956233,K01352.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,4.81886153,1.116e-05,-1.116e-05,358.16338,0.00172,-0.00172,0.924,0.007,-0.011,6.223,0.123,-0.123,1318.6,18.8,-18.8,2.96,0.38,-0.21,803.0,,,98.29,45.65,-25.46,86.3,1.0,q1_q17_dr25_tce,5030.0,181.0,-181.0,4.658,0.03,-0.07,0.651,0.083,-0.048,294.09109,42.491459,15.932
944,7303287,K01353.01,Kepler-289 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,125.86540191,5.732e-05,-5.732e-05,236.659731,0.000324,-0.000324,0.101,0.014,-0.101,9.0191,0.015,-0.015,12390.0,24.5,-24.5,12.37,1.94,-1.57,394.0,,,5.71,2.49,-1.7,544.7,1.0,q1_q17_dr25_tce,5933.0,107.0,-119.0,4.342,0.115,-0.115,1.115,0.174,-0.142,297.46533,42.882839,13.956
945,7303287,K01353.02,Kepler-289 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,34.5439452,0.0001552,-0.0001552,132.68453,0.00355,-0.00355,0.87,0.013,-0.603,3.482,0.111,-0.111,429.8,20.3,-20.3,2.67,0.42,-0.34,607.0,,,32.02,13.94,-9.53,23.4,2.0,q1_q17_dr25_tce,5933.0,107.0,-119.0,4.342,0.115,-0.115,1.115,0.174,-0.142,297.46533,42.882839,13.956
946,11512246,K00168.01,Kepler-23 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,10.74241765,1.62e-05,-1.62e-05,133.2867,0.00125,-0.00125,0.034,0.257,-0.034,6.0633,0.0348,-0.0348,415.2,4.6,-4.6,3.06,0.19,-0.12,1008.0,,,243.94,47.22,-29.78,95.4,1.0,q1_q17_dr25_tce,5761.0,86.0,-69.0,4.091,0.018,-0.018,1.518,0.092,-0.061,294.21893,49.479221,13.438
947,8916492,K01414.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.02378908,1.593e-05,-1.593e-05,136.23411,0.00336,-0.00336,0.715,0.043,-0.514,3.237,0.13,-0.13,32.1,1.1,-1.1,2.24,0.37,-1.1,2504.0,,,9293.19,4734.83,-7290.56,36.1,1.0,q1_q17_dr25_tce,7516.0,207.0,-337.0,3.651,0.45,-0.079,3.685,0.603,-1.81,301.26144,45.104893,10.083
948,11193447,K01415.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,0.312941621,5.2e-08,-5.2e-08,133.810501,0.00014,-0.00014,1.1789,0.2281,-0.0683,2.0646,0.0121,-0.0121,35262.0,128.0,-128.0,58.02,31.93,-8.75,3151.0,,,23300.36,39528.62,-8925.63,413.9,,,6286.0,183.0,-241.0,4.312,0.119,-0.303,1.188,0.654,-0.179,293.38153,48.82476,13.397
949,11517719,K01416.01,Kepler-840 b,CONFIRMED,CANDIDATE,0.92,0,1,0,0,2.495780169,1.818e-06,-1.818e-06,135.336948,0.000603,-0.000603,0.133,0.058,-0.133,4.2721,0.0275,-0.0275,25070.0,172.0,-172.0,15.75,4.7,-2.02,1408.0,,,929.47,813.58,-303.75,171.4,1.0,q1_q17_dr25_tce,6039.0,163.0,-181.0,4.426,0.087,-0.203,0.992,0.296,-0.127,296.50739,49.457291,14.152
950,11599264,K01417.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,8.428090255,3.522e-06,-3.522e-06,358.303469,0.000294,-0.000294,6.787,52.64,-0.342,1.881,0.0146,-0.0146,11356.0,74.6,-74.6,517.43,145.3,-45.63,817.0,,,105.54,91.45,-28.75,183.0,1.0,q1_q17_dr25_tce,5761.0,189.0,-189.0,4.573,0.033,-0.187,0.805,0.226,-0.071,284.98886,49.62606,15.977
951,11100657,K01418.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,8.344104633,6.023e-06,-6.023e-06,361.839209,0.000492,-0.000492,10.047,49.43,-1.794,1.8014,0.0277,-0.0277,9695.0,130.0,-130.0,836.31,198.6,-79.84,785.0,,,89.55,66.52,-25.45,89.7,1.0,q1_q17_dr25_tce,5447.0,179.0,-179.0,4.559,0.038,-0.162,0.838,0.199,-0.08,298.76062,48.600182,15.734
952,6620003,K01225.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.714274727,1.12e-07,-1.12e-07,133.3158074,5.26e-05,-5.26e-05,1.182,0.046,-0.065,2.06728,0.00291,-0.00291,28460.0,34.5,-34.5,25.0,0.98,-1.21,827.0,,,110.02,15.32,-16.26,987.2,1.0,q1_q17_dr25_tce,3874.0,52.0,-58.0,4.715,0.03,-0.015,0.535,0.021,-0.026,295.62222,42.09288,15.686
953,6621116,K01226.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,137.75960504,3.352e-05,-3.352e-05,173.16476,0.00019,-0.00019,0.776,0.009,-0.008,9.1713,0.0149,-0.0149,83298.0,138.0,-138.0,49.52,7.75,-18.04,396.0,,,5.81,2.42,-3.6,885.9,1.0,q1_q17_dr25_tce,5323.0,79.0,-79.0,4.085,0.376,-0.094,1.452,0.227,-0.529,295.86691,42.062672,15.324
954,6629332,K01227.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.155278342,1.009e-06,-1.009e-06,133.576109,0.000394,-0.000394,0.926,3.878,-0.081,2.1064,0.0248,-0.0248,20739.0,182.0,-182.0,16.89,3.93,-1.57,1272.0,,,620.67,428.23,-162.39,142.7,1.0,q1_q17_dr25_tce,5665.0,152.0,-152.0,4.568,0.038,-0.152,0.82,0.191,-0.076,297.70712,42.047371,13.997
955,6387450,K01228.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.661326482,7.15e-07,-7.15e-07,135.26995,0.000165,-0.000165,0.812,0.004,-0.005,2.5714,0.013,-0.013,17846.0,61.1,-61.1,12.07,1.66,-1.5,1023.0,,,258.6,122.5,-82.86,424.6,1.0,q1_q17_dr25_tce,5319.0,175.0,-159.0,4.501,0.1,-0.1,0.798,0.11,-0.099,298.09171,41.794128,14.349
956,12252424,K00153.02,Kepler-113 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.75400072,2.846e-06,-2.846e-06,128.547155,0.000495,-0.000495,0.672,0.004,-0.507,2.5394,0.0219,-0.0219,748.7,6.0,-6.0,2.0,0.14,-0.06,775.0,,,85.23,20.48,-11.28,141.4,1.0,q1_q17_dr25_tce,4728.0,94.0,-94.0,4.628,0.012,-0.048,0.693,0.049,-0.021,287.99789,50.944328,13.461
957,6432059,K01229.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,0.76973817,,,133.2965754,,,,,,2.5,,,,,,,,,,,,,,,,1.0,q1_q17_dr24_tce,,,,,,,,,,288.03989,41.818359,14.84
958,10549562,K01294.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,9.08937826,2.325e-05,-2.325e-05,139.08364,0.00192,-0.00192,0.982,0.102,-0.018,6.255,0.153,-0.153,779.8,14.5,-14.5,5.35,1.64,-0.7,1104.0,,,351.45,318.04,-124.81,72.7,1.0,q1_q17_dr25_tce,6739.0,187.0,-258.0,4.332,0.065,-0.182,1.275,0.391,-0.168,297.116,47.737949,14.408
959,10874614,K00017.01,Kepler-6 b,CONFIRMED,CANDIDATE,0.987,0,0,0,0,3.234699282,1.19e-07,-1.19e-07,121.4865708,2.92e-05,-2.92e-05,0.079,0.003,-0.058,3.59385,0.00078,-0.00078,10559.0,4.2,-4.2,13.06,0.96,-0.96,1356.0,,,797.62,197.63,-160.8,3003.8,1.0,q1_q17_dr25_tce,5640.0,113.0,-101.0,4.236,0.055,-0.045,1.291,0.095,-0.095,296.83725,48.239944,13.303
960,6541920,K00157.03,Kepler-11 e,CONFIRMED,CANDIDATE,1.0,0,0,0,0,31.99552485,3.109e-05,-3.109e-05,154.160745,0.000758,-0.000758,0.69,0.139,-0.465,4.2817,0.0485,-0.0485,1376.1,11.2,-11.2,4.12,0.27,-0.26,582.0,,,27.17,6.19,-5.07,128.0,1.0,q1_q17_dr25_tce,5657.0,113.0,-101.0,4.364,0.055,-0.045,1.046,0.068,-0.068,297.11511,41.909142,13.709
961,10666230,K01295.01,,FALSE POSITIVE,FALSE POSITIVE,0.003,0,1,0,0,1.577800747,1.293e-06,-1.293e-06,133.307724,0.000695,-0.000695,1.332,4.112,-0.101,2.1626,0.0361,-0.0361,697.7,10.5,-10.5,31.24,8.25,-2.77,1513.0,,,1236.23,961.61,-326.59,79.6,1.0,q1_q17_dr25_tce,6089.0,164.0,-182.0,4.566,0.044,-0.187,0.802,0.212,-0.071,292.08905,47.929642,15.031
962,10971674,K01296.01,,CANDIDATE,CANDIDATE,0.565,0,1,0,0,2.380862632,1.16e-07,-1.16e-07,135.3252117,4.05e-05,-4.05e-05,0.664,0.001,-0.001,4.20416,0.0033,-0.0033,32634.0,15.7,-15.7,21.65,6.01,-4.35,1480.0,,,1133.0,924.29,-493.38,2590.6,1.0,q1_q17_dr25_tce,5821.0,158.0,-176.0,4.297,0.19,-0.19,1.129,0.313,-0.227,289.79077,48.448139,13.802
963,6891543,K01354.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.752567456,3.138e-06,-3.138e-06,134.47196,0.00156,-0.00156,1.218,0.664,-0.057,5.4993,0.079,-0.079,607.3,7.9,-7.9,26.56,7.31,-3.36,1502.0,,,1202.54,974.06,-390.75,92.2,1.0,q1_q17_dr25_tce,5739.0,156.0,-173.0,4.433,0.081,-0.189,0.996,0.274,-0.126,298.80545,42.39584,14.449
964,7211141,K01355.01,Kepler-827 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,51.92920654,9.598e-05,-9.598e-05,151.93321,0.0015,-0.0015,0.398,0.412,-0.223,5.2637,0.0622,-0.0622,3425.8,48.7,-48.7,8.49,1.4,-1.86,574.0,,,25.6,11.23,-10.82,81.8,1.0,q1_q17_dr25_tce,5671.0,85.0,-77.0,4.128,0.196,-0.098,1.442,0.237,-0.316,294.96606,42.708569,15.897
965,7363829,K01356.01,,CANDIDATE,CANDIDATE,,0,0,0,0,384.02570682,,,335.816169,,,,,,14.56,,,,,,,,,,,,,,,,,,,,,,,,,,,292.1199,42.931679,15.206
966,6719086,K01357.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,3.014330766,5.5e-06,-5.5e-06,357.37948,0.00125,-0.00125,0.01,0.425,-0.01,2.4747,0.0414,-0.0414,975.3,19.7,-19.7,2.87,0.6,-0.35,1124.0,,,377.79,254.9,-125.22,57.3,1.0,q1_q17_dr25_tce,5209.0,183.0,-183.0,4.446,0.092,-0.138,0.953,0.198,-0.116,298.45953,42.187431,15.673
967,7376983,K01358.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,5.644914154,8.778e-06,-8.778e-06,356.73699,0.0011,-0.0011,0.445,0.037,-0.445,2.2599,0.0433,-0.0433,1397.9,24.4,-24.4,2.66,0.25,-0.18,744.0,,,72.38,27.67,-18.17,63.9,1.0,q1_q17_dr25_tce,4769.0,172.0,-172.0,4.622,0.024,-0.06,0.714,0.068,-0.049,295.8255,42.94339,15.505
968,5084942,K00161.01,Kepler-475 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.105507835,1.149e-06,-1.149e-06,133.210427,0.000311,-0.000311,0.799,0.001,-0.561,1.7458,0.0224,-0.0224,904.6,6.0,-6.0,2.68,0.17,-0.1,980.0,,,217.91,47.94,-32.46,178.6,1.0,q1_q17_dr25_tce,4989.0,90.0,-110.0,4.585,0.012,-0.064,0.791,0.052,-0.028,287.05173,40.211552,13.341
969,11125936,K01419.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,1.336109338,5.1e-07,-5.1e-07,178.258786,0.0003,-0.0003,1.28,4.324,-0.123,1.7419,0.0171,-0.0171,2204.3,18.1,-18.1,35.19,10.95,-4.37,1727.0,,,2106.49,1968.59,-692.49,150.0,1.0,q1_q17_dr25_tce,6119.0,183.0,-201.0,4.46,0.07,-0.21,0.967,0.301,-0.12,285.41196,48.725231,15.507
970,11026304,K01420.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,13.35151248,1.616e-05,-1.616e-05,363.086742,0.000833,-0.000833,0.573,0.026,-0.426,3.6045,0.0464,-0.0464,3308.8,35.6,-35.6,4.44,0.37,-0.4,585.0,,,27.77,9.65,-7.9,107.9,1.0,q1_q17_dr25_tce,4843.0,173.0,-173.0,4.562,0.054,-0.041,0.754,0.062,-0.068,290.1127,48.577782,15.825
971,11342550,K01421.01,,CANDIDATE,CANDIDATE,,0,0,0,0,1693.6636225,0.0,0.0,524.27995,0.0021,-0.0021,0.5283,0.0596,-0.1892,22.604,0.323,-0.323,9515.3,99.0,-99.0,10.23,4.54,-1.02,157.0,,,0.14,0.19,-0.04,122.8,,,5923.0,161.0,-193.0,4.445,0.056,-0.299,1.021,0.453,-0.102,287.65045,49.156052,15.305
