rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
7224,7779942,K06163.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,19.7959731,0.0001312,-0.0001312,135.93667,0.00585,-0.00585,0.156,0.184,-0.156,5.342,0.141,-0.141,334.0,22.5,-22.5,3.47,1.04,-1.04,1014.0,,,249.43,221.55,-145.0,16.6,1.0,q1_q17_dr25_tce,6731.0,189.0,-259.0,4.043,0.231,-0.168,1.876,0.563,-0.563,299.44345,43.449886,9.816
7225,7835312,K06164.01,,CANDIDATE,CANDIDATE,0.959,0,0,0,0,29.5126153,0.0005833,-0.0005833,134.7234,0.0171,-0.0171,0.188,0.269,-0.188,6.314,0.492,-0.492,188.2,22.9,-22.9,1.84,0.3,-0.37,678.0,,,49.95,21.25,-19.56,9.4,1.0,q1_q17_dr25_tce,5746.0,78.0,-78.0,4.189,0.176,-0.095,1.351,0.219,-0.268,295.97079,43.52969,15.334
7226,7835312,K06164.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,209.00055019,,,149.8223238,,,,,,2.52,,,,,,,,,,,,,,,,2.0,q1_q16_tce,,,,,,,,,,295.97079,43.52969,15.334
7227,7838906,K06165.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,5.614892073,5.254e-06,-5.254e-06,132.842964,0.000772,-0.000772,1.243,5.064,-0.104,3.7294,0.0401,-0.0401,2373.0,22.8,-22.8,1192.79,45.58,-258.3,4097.0,,,66631.18,11767.38,-29984.84,122.3,1.0,q1_q17_dr25_tce,4289.0,95.0,-116.0,1.603,0.033,-0.027,35.695,1.364,-7.731,296.98563,43.581352,11.925
7228,7908367,K06166.01,Kepler-1642 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,12.2064304,0.0009936,-0.0009936,134.053,0.112,-0.112,0.104,0.365,-0.104,2.407,0.126,-0.126,1337.2,92.3,-92.3,5.41,2.22,-2.45,895.0,,,151.44,199.67,-111.51,16.2,2.0,q1_q17_dr25_tce,5254.0,203.0,-166.0,4.05,0.49,-0.245,1.514,0.623,-0.685,297.21216,43.643719,14.13
7229,7908367,K06166.02,Kepler-1642 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.6513189,0.0006042,-0.0006042,135.289,0.126,-0.126,0.064,0.389,-0.064,2.135,0.151,-0.151,1058.4,80.0,-80.0,4.81,1.98,-2.18,1095.0,,,340.06,448.39,-250.39,15.3,1.0,q1_q17_dr25_tce,5254.0,203.0,-166.0,4.05,0.49,-0.245,1.514,0.623,-0.685,297.21216,43.643719,14.13
7230,7940533,K06167.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.905532605,2.098e-06,-2.098e-06,133.349361,0.000445,-0.000445,0.002,0.089,-0.002,6.8091,0.0192,-0.0192,73081.0,236.0,-236.0,21.37,4.07,-2.19,1017.0,,,253.21,146.19,-70.59,350.4,1.0,q1_q17_dr25_tce,5495.0,149.0,-149.0,4.543,0.063,-0.117,0.798,0.152,-0.082,283.06628,43.743591,12.862
7231,4142847,K02210.02,Kepler-1143 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,210.631486,0.001512,-0.001512,300.72292,0.00618,-0.00618,0.642,0.016,-0.493,8.419,0.223,-0.223,1657.8,65.2,-65.2,3.23,0.17,-0.13,234.0,,,0.71,0.13,-0.1,25.9,1.0,q1_q17_dr25_tce,4895.0,78.0,-78.0,4.589,0.018,-0.046,0.759,0.041,-0.03,287.30283,39.289688,15.195
7232,9221517,K02281.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,455.27405,0.05654,-0.05654,367.95,0.0144,-0.0144,0.2429,0.3335,-0.2428,2.4,1.1,-1.1,366.0,122.0,-122.0,1.54,0.34,-0.11,196.0,,,0.35,0.25,-0.08,4.5,2.0,q1_q16_tce,5178.0,172.0,-136.0,4.556,0.028,-0.149,0.818,0.186,-0.056,293.1311,45.663551,13.829
7233,10730703,K02327.02,,CANDIDATE,CANDIDATE,,0,0,0,0,46.331703,0.0008285,-0.0008285,173.2164,0.016,-0.016,0.1484,0.3026,-0.1484,4.514,0.411,-0.411,299.9,34.2,-34.2,1.39,0.52,-0.1,441.0,,,8.98,10.12,-2.09,9.4,2.0,q1_q17_dr24_tce,5477.0,163.0,-151.0,4.571,0.026,-0.252,0.815,0.306,-0.06,291.65778,48.009312,15.378
7234,4665571,K02393.02,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,0.766691517,1.273e-06,-1.273e-06,132.19667,0.00138,-0.00138,0.388,0.053,-0.388,1.2638,0.0507,-0.0507,244.0,10.1,-10.1,1.22,0.05,-0.08,1541.0,,,1334.22,188.87,-238.99,29.5,1.0,q1_q17_dr25_tce,4821.0,76.0,-76.0,4.529,0.06,-0.02,0.788,0.028,-0.051,294.6647,39.783829,14.903
7235,7047363,K02432.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,93.6273251,,,222.5881699,,,,,,1.92,,,,,,,,,,,,,,,,2.0,q1_q16_tce,,,,,,,,,,295.62469,42.545898,15.956
7236,7289317,K02450.02,,CANDIDATE,CANDIDATE,0.982,0,0,0,0,7.1931193,7.972e-05,-7.972e-05,137.2737,0.0102,-0.0102,0.296,0.162,-0.296,2.935,0.213,-0.213,125.6,13.3,-13.3,1.12,0.15,-0.11,916.0,,,166.3,60.02,-39.02,10.7,2.0,q1_q17_dr25_tce,5518.0,74.0,-83.0,4.4,0.1,-0.1,1.008,0.137,-0.099,294.00946,42.880772,14.834
7237,9714358,K06073.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,6.474202359,7.05e-07,-7.05e-07,134.3950738,8.99e-05,-8.99e-05,0.448,0.004,-0.006,3.35989,0.00583,-0.00583,203490.0,206.0,-206.0,28.96,2.51,-2.27,717.0,,,62.47,20.51,-15.49,1284.0,1.0,q1_q17_dr25_tce,4947.0,148.0,-148.0,4.636,0.065,-0.035,0.624,0.054,-0.049,293.54028,46.437279,14.998
7238,9851123,K06074.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,8.4803048,1.76e-05,-1.76e-05,135.85228,0.0017,-0.0017,0.027,0.177,-0.027,7.5348,0.0541,-0.0541,2672.9,47.8,-47.8,4.13,0.96,-0.38,777.0,,,86.01,62.45,-23.26,70.1,1.0,q1_q17_dr25_tce,5478.0,180.0,-164.0,4.573,0.038,-0.142,0.812,0.188,-0.075,298.79437,46.680771,15.736
7239,10026458,K06076.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,9.93443795,2.331e-05,-2.331e-05,132.87307,0.00197,-0.00197,1.264,6.598,-0.185,8.098,0.109,-0.109,2750.0,34.7,-34.7,35.54,7.73,-3.31,830.0,,,112.23,72.62,-32.45,92.8,1.0,q1_q17_dr25_tce,5763.0,154.0,-206.0,4.484,0.04,-0.16,0.998,0.217,-0.093,297.25943,46.987629,15.777
7240,10139305,K06077.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.173552528,3.092e-06,-3.092e-06,132.3118,0.00118,-0.00118,1.297,6.854,-0.802,1.6107,0.0679,-0.0679,3026.0,102.0,-102.0,23.51,1.66,-1.5,1025.0,,,260.75,79.82,-58.63,35.9,1.0,q1_q17_dr25_tce,5008.0,166.0,-151.0,4.663,0.058,-0.036,0.594,0.042,-0.038,291.14401,47.185459,14.605
7241,7375348,K00266.02,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,47.7439509,0.0003349,-0.0003349,160.15905,0.00575,-0.00575,0.977,0.014,-0.692,2.99,0.129,-0.129,96.9,7.3,-7.3,1.74,0.28,-0.28,575.0,,,25.84,11.59,-9.08,15.0,2.0,q1_q17_dr25_tce,5949.0,106.0,-118.0,4.272,0.12,-0.12,1.292,0.209,-0.209,295.40433,42.981422,11.472
7242,1432789,K00992.02,,CANDIDATE,CANDIDATE,0.961,0,0,0,0,4.57834367,6.382e-05,-6.382e-05,132.2982,0.0109,-0.0109,0.232,0.23,-0.232,3.987,0.289,-0.289,140.7,13.6,-13.6,1.44,0.23,-0.21,1206.0,,,499.41,210.4,-153.04,11.4,2.0,q1_q17_dr25_tce,5782.0,78.0,-78.0,4.28,0.137,-0.112,1.22,0.196,-0.176,291.49942,37.05928,15.214
7243,10288922,K06078.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,10.157715971,5.072e-06,-5.072e-06,139.442275,0.000396,-0.000396,1.268,1.809,-0.206,2.9526,0.0225,-0.0225,9520.1,67.2,-67.2,42.27,13.08,-4.07,853.0,,,125.42,118.65,-38.51,168.0,1.0,q1_q17_dr25_tce,5993.0,193.0,-241.0,4.489,0.05,-0.212,0.986,0.305,-0.095,297.15894,47.319191,15.589
7244,7974634,K06168.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,131.258668,0.003652,-0.003652,182.3187,0.0228,-0.0228,0.4901,0.4832,-0.2885,4.89,0.639,-0.639,153.0,20.2,-20.2,1.59,1.09,-0.23,433.0,,,8.31,17.61,-3.02,8.5,2.0,q1_q16_tce,6443.0,153.0,-215.0,4.325,0.086,-0.373,1.248,0.855,-0.182,296.58698,43.766918,12.236
7245,7974634,K06168.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,75.072964,0.004914,-0.004914,147.1591,0.0373,-0.0373,0.2602,0.1842,-0.2601,9.21,1.9,-1.9,74.3,14.8,-14.8,1.09,0.74,-0.16,522.0,,,17.51,37.1,-6.36,7.1,3.0,q1_q16_tce,6443.0,153.0,-215.0,4.325,0.086,-0.373,1.248,0.855,-0.182,296.58698,43.766918,12.236
7246,7974634,K06168.03,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,404.701927,0.005711,-0.005711,196.6089,0.0116,-0.0116,0.2598,0.1773,-0.2598,3.981,0.458,-0.458,236.2,33.1,-33.1,1.94,1.33,-0.28,298.0,,,1.85,3.93,-0.67,7.8,4.0,q1_q16_tce,6443.0,153.0,-215.0,4.325,0.086,-0.373,1.248,0.855,-0.182,296.58698,43.766918,12.236
7247,8043882,K06169.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,0.779609509,6.132e-06,-6.132e-06,131.67843,0.00714,-0.00714,0.676,0.035,-0.512,4.013,0.208,-0.208,88.5,5.5,-5.5,1.07,0.32,-0.18,2097.0,,,4557.44,4164.03,-1777.12,21.0,1.0,q1_q17_dr25_tce,5899.0,184.0,-205.0,4.37,0.124,-0.201,1.07,0.322,-0.173,296.7114,43.85815,15.211
7248,8058507,K06170.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,15.80529628,,,135.9561178,,,,,,1.56,,,,,,,,,,,,,,,,2.0,q1_q16_tce,,,,,,,,,,300.29269,43.811508,13.148
7249,8095099,K06171.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.103239235,1.35e-07,-1.35e-07,132.8681395,5.24e-05,-5.24e-05,0.62,0.012,-0.014,7.08365,0.00326,-0.00326,314930.0,91.1,-91.1,64.15,20.15,-6.71,1470.0,,,1100.91,1012.28,-329.01,3069.4,1.0,q1_q17_dr25_tce,6074.0,163.0,-200.0,4.466,0.067,-0.202,0.965,0.303,-0.101,290.91058,43.92947,14.169
7250,8163784,K06172.01,,CANDIDATE,CANDIDATE,,0,0,0,0,31.8134892,0.0003023,-0.0003023,137.82331,0.00771,-0.00771,0.2316,0.338,-0.2316,1.422,0.353,-0.353,234.2,73.0,-73.0,1.18,0.44,-0.09,496.0,,,14.31,16.65,-3.67,5.2,2.0,q1_q16_tce,5505.0,197.0,-179.0,4.586,0.031,-0.221,0.776,0.288,-0.061,291.06699,44.071201,14.458
7251,2305866,K02610.02,,CANDIDATE,CANDIDATE,0.441,0,0,0,0,115.230655,0.002097,-0.002097,176.644,0.0134,-0.0134,0.95,0.002,-0.659,17.735,0.373,-0.373,164.4,8.0,-8.0,4.02,0.96,-1.92,632.0,,,37.8,26.92,-28.99,21.3,2.0,q1_q17_dr25_tce,6585.0,182.0,-250.0,3.813,0.448,-0.112,2.517,0.602,-1.204,292.09332,37.61348,12.605
7252,12206313,K02714.03,Kepler-401 d,CONFIRMED,CANDIDATE,0.955,0,0,0,0,184.262741,0.002694,-0.002694,255.2287,0.0112,-0.0112,0.885,0.023,-0.632,11.94,0.233,-0.233,292.2,14.2,-14.2,2.57,0.44,-0.43,380.0,,,4.93,2.34,-1.8,21.1,3.0,q1_q17_dr25_tce,6115.0,122.0,-135.0,4.249,0.137,-0.112,1.291,0.216,-0.216,290.08276,50.86348,13.312
7253,6436029,K02828.02,,CANDIDATE,CANDIDATE,0.767,0,0,0,0,505.462916,0.008292,-0.008292,458.07755,0.00863,-0.00863,0.489,0.01,-0.45,10.127,0.381,-0.381,1724.0,104.0,-104.0,3.46,0.28,-0.35,181.0,,,0.25,0.09,-0.07,17.6,2.0,q1_q17_dr25_tce,4817.0,184.0,-167.0,4.499,0.095,-0.114,0.833,0.068,-0.084,289.53882,41.892818,15.768
7254,7767162,K02869.02,,CANDIDATE,CANDIDATE,,0,0,0,0,274.743032,0.008618,-0.008618,300.5018,0.0164,-0.0164,0.4073,0.0684,-0.4073,9.137,0.698,-0.698,309.0,28.4,-28.4,2.16,1.34,-0.32,330.0,,,2.82,5.35,-1.04,12.2,2.0,q1_q16_tce,6277.0,158.0,-206.0,4.306,0.116,-0.33,1.207,0.749,-0.181,296.29355,43.403271,13.749
7255,9478990,K00423.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,360.477635,0.009877,-0.009877,253.9112,0.0201,-0.0201,72.848,28.12,-10.45,4.332,0.953,-0.953,604.0,117.0,-117.0,11943.8,2456.0,-2393.0,339.0,,,3.11,1.79,-1.28,7.3,2.0,q1_q16_tce,6266.0,126.0,-134.0,4.101,0.161,-0.12,1.522,0.313,-0.305,296.96027,46.034302,14.327
7256,10793172,K02871.03,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,18.0811429,0.0005316,-0.0005316,140.5222,0.0332,-0.0332,0.6214,0.0392,-0.4841,4.44,1.0,-1.0,71.2,21.6,-21.6,0.75,0.33,-0.05,638.0,,,39.18,50.79,-9.05,5.7,3.0,q1_q17_dr24_tce,5693.0,163.0,-147.0,4.551,0.028,-0.302,0.856,0.37,-0.065,290.20163,48.185822,14.754
7257,10122538,K02926.03,Kepler-1388 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,20.9569985,0.0001793,-0.0001793,139.07664,0.00968,-0.00968,0.112,0.334,-0.112,3.493,0.134,-0.134,1917.9,90.9,-90.9,2.38,0.15,-0.11,363.0,,,4.11,0.87,-0.69,22.7,3.0,q1_q17_dr25_tce,3891.0,70.0,-86.0,4.718,0.018,-0.042,0.564,0.035,-0.026,283.33606,47.174541,16.279
7258,10710755,K06080.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.816610903,7.36e-07,-7.36e-07,133.763636,0.000128,-0.000128,0.431,0.025,-0.018,3.82353,0.00743,-0.00743,80226.0,134.0,-134.0,26.15,6.86,-3.18,1050.0,,,287.3,217.25,-88.86,759.1,1.0,q1_q17_dr25_tce,5796.0,143.0,-158.0,4.472,0.091,-0.182,0.904,0.237,-0.11,281.9364,48.010059,14.843
7259,10727668,K06081.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.305903447,,,131.7928588,,,0.003,,,3.3828,,,23269.0,,,39.04,13.48,-13.47,3147.0,,,23214.46,23702.76,-15042.03,511.7,1.0,q1_q17_dr25_tce,9696.0,272.0,-467.0,4.033,0.215,-0.194,2.492,0.86,-0.86,290.43994,48.045101,16.321
7260,10735519,K06082.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.814128042,1.037e-06,-1.037e-06,131.938871,0.000473,-0.000473,1.246,0.963,-0.115,3.0646,0.025,-0.025,2063.6,14.8,-14.8,426.98,87.62,-162.7,3773.0,,,47891.79,23891.36,-31232.44,163.9,1.0,q1_q17_dr25_tce,4822.0,38.0,-115.0,2.662,0.174,-0.116,12.899,2.647,-4.915,293.55737,48.04174,11.78
7261,8197767,K07871.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,1.247121237,5.289e-06,-5.289e-06,132.39461,0.00196,-0.00196,1.223,0.413,-0.144,9.363,0.213,-0.213,966.7,12.9,-12.9,18.39,1.64,-1.64,1237.0,,,552.82,184.86,-141.69,92.1,2.0,q1_q17_dr25_tce,4852.0,145.0,-131.0,4.613,0.065,-0.035,0.651,0.058,-0.058,301.03964,44.036179,13.704
7262,10935310,K06083.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.128795314,3.02e-07,-3.02e-07,132.5796644,5.85e-05,-5.85e-05,0.739,0.256,-0.009,2.771,0.00465,-0.00465,154870.0,113.0,-113.0,52.0,14.02,-11.48,1244.0,,,565.91,448.47,-257.72,1041.8,1.0,q1_q17_dr25_tce,5949.0,160.0,-160.0,4.311,0.209,-0.19,1.083,0.292,-0.239,297.91592,48.33205,13.1
7263,11021252,K06084.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.269176601,5.16e-07,-5.16e-07,133.257825,0.000126,-0.000126,2.195,0.799,-0.848,2.7233,0.0162,-0.0162,59095.0,128.0,-128.0,164.61,54.0,-18.01,1349.0,,,781.57,750.06,-238.32,515.5,1.0,q1_q17_dr25_tce,6372.0,170.0,-207.0,4.453,0.056,-0.21,1.015,0.333,-0.111,287.35608,48.543091,14.966
7264,11408935,K06086.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,15.995094054,1.824e-06,-1.824e-06,147.305407,9.58e-05,-9.58e-05,0.272,0.019,-0.017,8.45037,0.00572,-0.00572,44315.0,26.4,-26.4,17.09,4.63,-1.23,676.0,,,49.26,39.22,-11.71,2019.7,1.0,q1_q17_dr25_tce,5899.0,159.0,-177.0,4.574,0.034,-0.195,0.805,0.218,-0.058,294.78079,49.273621,15.284
7265,8165617,K06173.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,214.013044,0.007168,-0.007168,179.8607,0.0233,-0.0233,0.1289,0.3159,-0.1289,7.87,2.2,-2.2,123.2,18.7,-18.7,1.54,0.92,-0.26,397.0,,,5.89,10.57,-2.33,9.0,5.0,q1_q16_tce,6698.0,151.0,-216.0,4.267,0.102,-0.339,1.37,0.821,-0.232,291.74231,44.074871,12.445
7266,8181016,K06174.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,0.70914232,3.76e-07,-3.76e-07,132.1761,0.000295,-0.000295,1.0094,0.0618,-0.1098,1.936,0.22,-0.22,2560.0,151.0,-151.0,7.27,1.32,-0.69,1685.0,,,1903.76,1105.26,-513.99,2.6,1.0,q1_q17_dr24_tce,5350.0,168.0,-151.0,4.578,0.071,-0.135,0.693,0.126,-0.066,296.7843,44.069012,14.677
7267,8197761,K06175.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,9.86869589,5.467e-05,-5.467e-05,138.99584,0.00442,-0.00442,0.984,0.003,-0.697,2.876,0.27,-0.27,5915.0,434.0,-434.0,21.68,6.35,-5.77,1332.0,,,743.72,663.81,-406.45,15.8,1.0,q1_q17_dr25_tce,7301.0,230.0,-307.0,4.11,0.204,-0.167,1.717,0.503,-0.457,301.03876,44.071098,10.656
7268,4840513,K01541.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,66.34455122,,,153.314206,,,,,,3.64,,,,,,,,,,,,,,,,3.0,q1_q16_tce,,,,,,,,,,293.19507,39.90728,15.189
7269,8223568,K06176.01,,CANDIDATE,CANDIDATE,,0,0,0,0,143.09688,0.01527,-0.01527,143.701,0.157,-0.157,0.1129,0.3352,-0.1128,17.74,6.5,-6.5,125.0,21.4,-21.4,1.48,0.39,-0.13,441.0,,,8.94,6.25,-2.19,6.4,2.0,q1_q16_tce,6725.0,110.0,-159.0,4.335,0.037,-0.188,1.31,0.343,-0.116,287.9856,44.147202,11.538
7270,8223568,K06176.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,73.4567573,,,172.3647107,,,,,,2.74,,,,,,,,,,,,,,,,3.0,q1_q16_tce,,,,,,,,,,287.9856,44.147202,11.538
7271,8265156,K06177.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,0.978362973,4.324e-06,-4.324e-06,132.126,0.00389,-0.00389,0.267,0.19,-0.267,1.206,0.127,-0.127,37.1,2.9,-2.9,1.04,0.33,-0.22,2772.0,,,13948.03,12934.31,-6596.83,15.9,2.0,q1_q17_dr25_tce,7193.0,200.0,-300.0,4.156,0.128,-0.192,1.671,0.525,-0.35,301.13428,44.100128,12.34
7272,8355178,K06178.01,,CANDIDATE,CANDIDATE,0.989,0,0,0,0,13.0327301,0.00015,-0.00015,133.6778,0.0101,-0.0101,0.67,0.284,-0.457,3.902,0.313,-0.313,242.3,25.0,-25.0,1.64,0.46,-0.2,809.0,,,101.4,84.06,-34.19,11.1,1.0,q1_q17_dr25_tce,6122.0,168.0,-232.0,4.471,0.05,-0.2,0.996,0.28,-0.12,287.53177,44.30801,15.863
7273,4770174,K02971.02,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,31.9533679,0.0006667,-0.0006667,159.6588,0.0181,-0.0181,0.773,0.058,-0.533,8.424,0.486,-0.486,106.1,7.6,-7.6,1.65,0.29,-0.21,725.0,,,65.15,31.66,-19.85,15.2,2.0,q1_q17_dr25_tce,6313.0,113.0,-139.0,4.228,0.084,-0.126,1.467,0.259,-0.188,297.39371,39.829041,12.742
7274,9838804,K03028.02,,CANDIDATE,CANDIDATE,,0,0,0,0,458.16754,0.03153,-0.03153,462.2522,0.0504,-0.0504,0.1573,0.3167,-0.1569,6.97,2.8,-2.8,683.0,182.0,-182.0,2.11,0.83,-0.16,208.0,,,0.45,0.55,-0.11,5.6,2.0,q1_q16_tce,5536.0,195.0,-162.0,4.566,0.029,-0.263,0.816,0.324,-0.062,294.96246,46.676289,15.983
7275,9020114,K03088.02,,CANDIDATE,CANDIDATE,,0,0,0,0,67.8766605,0.0007965,-0.0007965,187.3703,0.0105,-0.0105,0.0011,0.4505,-0.001,2.598,0.229,-0.229,389.2,45.4,-45.4,1.92,0.82,-0.17,455.0,,,10.11,12.69,-2.79,9.1,2.0,q1_q16_tce,6018.0,158.0,-194.0,4.485,0.044,-0.302,0.975,0.415,-0.089,291.16437,45.318291,14.953
7276,6609270,K03090.02,,FALSE POSITIVE,FALSE POSITIVE,0.022,0,0,1,0,15.0367776,0.0001612,-0.0001612,133.6558,0.0102,-0.0102,1.115,70.92,-5.333,3.042,0.346,-0.346,503.5,56.1,-56.1,8.02,0.45,-0.58,381.0,,,4.96,1.04,-0.99,10.8,2.0,q1_q17_dr25_tce,3729.0,75.0,-67.0,4.733,0.039,-0.021,0.514,0.029,-0.037,292.73764,42.014832,15.665
7277,7983117,K03214.02,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,25.0901574,0.0004822,-0.0004822,138.4988,0.0162,-0.0162,0.935,0.043,-0.651,8.273,0.545,-0.545,37.7,3.4,-3.4,1.35,0.27,-0.43,852.0,,,124.33,76.2,-73.41,12.1,2.0,q1_q17_dr25_tce,6033.0,183.0,-183.0,3.985,0.266,-0.114,1.788,0.351,-0.571,298.67377,43.795479,12.014
7278,11125797,K03371.02,Kepler-1482 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,12.25384348,8.837e-05,-8.837e-05,143.70549,0.00511,-0.00511,0.441,0.529,-0.244,2.373,0.198,-0.198,147.7,14.3,-14.3,1.0,0.13,-0.03,678.0,,,50.05,16.42,-5.98,12.3,2.0,q1_q17_dr25_tce,5413.0,73.0,-81.0,4.579,0.011,-0.105,0.82,0.1,-0.027,285.31381,48.72525,13.747
7279,9966219,K03401.02,,CANDIDATE,CANDIDATE,,0,0,0,0,326.6708,0.01608,-0.01608,327.7185,0.0385,-0.0385,0.6133,0.0169,-0.4804,10.84,1.5,-1.5,386.4,39.6,-39.6,2.2,0.75,-0.35,283.0,,,1.52,1.54,-0.57,10.8,1.0,q1_q16_tce,5896.0,162.0,-169.0,4.343,0.138,-0.232,1.072,0.368,-0.172,297.47839,46.81575,14.388
7280,11974540,K00129.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,143.21109362,,,221.7556468,,,,,,2.71,,,,,,,,,,,,,,,,2.0,q1_q16_tce,,,,,,,,,,297.00943,50.372318,13.224
7281,7219825,K00238.03,,CANDIDATE,CANDIDATE,0.784,0,0,0,0,362.97828,0.01599,-0.01599,256.5011,0.0258,-0.0258,0.055,0.409,-0.055,14.083,0.744,-0.744,260.6,20.5,-20.5,1.96,0.33,-0.29,296.0,,,1.81,0.87,-0.6,13.0,2.0,q1_q17_dr25_tce,6086.0,133.0,-133.0,4.274,0.137,-0.112,1.216,0.199,-0.179,296.99863,42.78196,14.061
7282,11519226,K06087.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,22.16127178,4.772e-05,-4.772e-05,148.46378,0.00181,-0.00181,1.277,6.814,-0.41,3.699,0.0868,-0.0868,5259.0,110.0,-110.0,69.44,14.76,-22.13,877.0,,,139.67,89.23,-80.49,56.6,1.0,q1_q17_dr25_tce,5893.0,162.0,-133.0,3.945,0.315,-0.105,1.745,0.371,-0.556,297.07068,49.442451,13.034
7283,1718189,K00993.03,,FALSE POSITIVE,FALSE POSITIVE,0.149,0,1,0,0,86.723653,0.001758,-0.001758,195.3511,0.0168,-0.0168,0.662,0.31,-0.466,4.852,0.506,-0.506,241.0,28.0,-28.0,1.43,0.39,-0.12,391.0,,,5.5,4.24,-1.42,9.4,3.0,q1_q17_dr25_tce,5830.0,146.0,-161.0,4.54,0.044,-0.187,0.876,0.234,-0.078,290.72867,37.252651,14.246
7284,11756821,K06088.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.745121487,2.665e-06,-2.665e-06,133.619276,0.000829,-0.000829,0.861,0.072,-0.025,2.9845,0.0769,-0.0769,14608.0,286.0,-286.0,9.55,1.0,-0.58,893.0,,,150.25,60.52,-35.5,86.7,1.0,q1_q17_dr25_tce,4608.0,163.0,-163.0,4.648,0.024,-0.056,0.658,0.069,-0.04,288.22913,49.904129,15.187
7285,11769146,K06089.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,282.9656538,0.0001285,-0.0001285,193.502758,0.000323,-0.000323,0.426,0.007,-0.007,21.4259,0.0222,-0.0222,467860.0,418.0,-418.0,71.61,22.4,-7.47,280.0,,,1.45,1.33,-0.44,1365.9,1.0,q1_q17_dr25_tce,5999.0,162.0,-217.0,4.494,0.054,-0.216,0.959,0.3,-0.1,294.81921,49.963631,13.974
